DATASET_NAME,SOURCE,SENSOR,PARAMETER,PROJ_NAME,SDPN,DS_SHORT_NAME,TOPIC,TERM,SOURCE_TYPE
GRIP LIDAR ATMOSPHERIC SENSING EXPERIMENT (LASE),NASA DC-8,LASE,WATER VAPOR PROFILES,GRIP,,griplase,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,AIRCRAFT
GRIP LIDAR ATMOSPHERIC SENSING EXPERIMENT (LASE),NASA DC-8,LASE,WATER VAPOR,GRIP,,griplase,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,AIRCRAFT
GRIP LIDAR ATMOSPHERIC SENSING EXPERIMENT (LASE),NASA DC-8,LASE,HUMIDITY,GRIP,,griplase,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,AIRCRAFT
GRIP LIDAR ATMOSPHERIC SENSING EXPERIMENT (LASE),NASA DC-8,LASE,AEROSOL BACKSCATTER,GRIP,,griplase,ATMOSPHERE,AEROSOLS,AIRCRAFT
GRIP NOAA GLOBAL HAWK IN-FLIGHT TURBULENCE SENSOR (GHIS),GLOBAL HAWK UAV,GLOBAL HAWK IN-FLIGHT TURBULENCE SENSOR (GHIS),TURBULENCE,GRIP,,gripghis,ATMOSPHERE,ATMOSPHERIC WINDS,AIRCRAFT
GRIP HURRICANE IMAGING RADIOMETER (HIRAD),NASA WB-57,HIRAD,BRIGHTNESS TEMPERATURE,GRIP,,griphirad,SPECTRAL/ENGINEERING,INFRARED WAVELENGTHS,AIRCRAFT
NASA MSFC LIGHTNING NITROGEN OXIDES MODEL (LNOM) DATA FOR NORTH ALABAMA REGION,LIGHTNING NITROGEN OXIDES MODEL,MODEL ANALYSIS,NITROGEN DIOXIDE,N/A,,lnomnalma,ATMOSPHERE,ATMOSPHERIC CHEMISTRY,MAP/CHART/MODEL
GRIP LIGHTNING INSTRUMENT PACKAGE (LIP),GLOBAL HAWK UAV,LIP,ELECTRIC FIELD,GRIP,,griplip,ATMOSPHERE,ATMOSPHERIC ELECTRICITY,AIRCRAFT
NASA MSFC LIGHTNING NITROGEN OXIDES MODEL (LNOM) DATA FOR NORTH ALABAMA REGION,LIGHTNING NITROGEN OXIDES MODEL,MODEL ANALYSIS,NITRIC OXIDE,N/A,,lnomnalma,ATMOSPHERE,ATMOSPHERIC CHEMISTRY,MAP/CHART/MODEL
NASA MSFC LIGHTNING NITROGEN OXIDES MODEL (LNOM) DATA FOR NORTH ALABAMA REGION,LIGHTNING NITROGEN OXIDES MODEL,MODEL ANALYSIS,ELECTRIC FIELD,N/A,,lnomnalma,ATMOSPHERE,ATMOSPHERIC ELECTRICITY,MAP/CHART/MODEL
NASA MSFC LIGHTNING NITROGEN OXIDES MODEL (LNOM) DATA FOR NORTH ALABAMA REGION,LIGHTNING NITROGEN OXIDES MODEL,MODEL ANALYSIS,LIGHTNING,N/A,,lnomnalma,ATMOSPHERE,ATMOSPHERIC ELECTRICITY,MAP/CHART/MODEL
GRIP WB-57 NAVIGATION AND HOUSEKEEPING DATA,NASA WB-57,GPS,VERTICAL WIND MOTION,GRIP,,gripnavwb57,ATMOSPHERE,ATMOSPHERIC WINDS,AIRCRAFT
GRIP WB-57 NAVIGATION AND HOUSEKEEPING DATA,NASA WB-57,GPS,ATMOSPHERIC PRESSURE MEASUREMENTS,GRIP,,gripnavwb57,ATMOSPHERE,ATMOSPHERIC PRESSURE,AIRCRAFT
GRIP WB-57 NAVIGATION AND HOUSEKEEPING DATA,NASA WB-57,GPS,AIR TEMPERATURE,GRIP,,gripnavwb57,ATMOSPHERE,ATMOSPHERIC TEMPERATURE,AIRCRAFT
GRIP WB-57 NAVIGATION AND HOUSEKEEPING DATA,NASA WB-57,GPS,AIRSPEED/GROUND SPEED,GRIP,,gripnavwb57,SPECTRAL/ENGINEERING,PLATFORM CHARACTERISTICS,AIRCRAFT
GRIP WB-57 NAVIGATION AND HOUSEKEEPING DATA,NASA WB-57,GPS,ATTITUDE CHARACTERISTICS,GRIP,,gripnavwb57,SPECTRAL/ENGINEERING,PLATFORM CHARACTERISTICS,AIRCRAFT
GRIP WB-57 NAVIGATION AND HOUSEKEEPING DATA,NASA WB-57,GPS,DATA SYNCHRONIZATION TIME,GRIP,,gripnavwb57,SPECTRAL/ENGINEERING,PLATFORM CHARACTERISTICS,AIRCRAFT
GRIP WB-57 NAVIGATION AND HOUSEKEEPING DATA,NASA WB-57,INS,VERTICAL WIND MOTION,GRIP,,gripnavwb57,ATMOSPHERE,ATMOSPHERIC WINDS,AIRCRAFT
GRIP WB-57 NAVIGATION AND HOUSEKEEPING DATA,NASA WB-57,INS,ATMOSPHERIC PRESSURE MEASUREMENTS,GRIP,,gripnavwb57,ATMOSPHERE,ATMOSPHERIC PRESSURE,AIRCRAFT
GRIP WB-57 NAVIGATION AND HOUSEKEEPING DATA,NASA WB-57,INS,AIR TEMPERATURE,GRIP,,gripnavwb57,ATMOSPHERE,ATMOSPHERIC TEMPERATURE,AIRCRAFT
GRIP WB-57 NAVIGATION AND HOUSEKEEPING DATA,NASA WB-57,INS,AIRSPEED/GROUND SPEED,GRIP,,gripnavwb57,SPECTRAL/ENGINEERING,PLATFORM CHARACTERISTICS,AIRCRAFT
GRIP WB-57 NAVIGATION AND HOUSEKEEPING DATA,NASA WB-57,INS,ATTITUDE CHARACTERISTICS,GRIP,,gripnavwb57,SPECTRAL/ENGINEERING,PLATFORM CHARACTERISTICS,AIRCRAFT
GRIP WB-57 NAVIGATION AND HOUSEKEEPING DATA,NASA WB-57,INS,DATA SYNCHRONIZATION TIME,GRIP,,gripnavwb57,SPECTRAL/ENGINEERING,PLATFORM CHARACTERISTICS,AIRCRAFT
GRIP AIRBORNE SECOND GENERATION PRECIPITATION RADAR (APR-2),NASA DC-8,APR-2,DOPPLER VELOCITY,GRIP,,gripapr2,SPECTRAL/ENGINEERING,RADAR,AIRCRAFT
GRIP AIRBORNE SECOND GENERATION PRECIPITATION RADAR (APR-2),NASA DC-8,APR-2,RADAR REFLECTIVITY,GRIP,,gripapr2,SPECTRAL/ENGINEERING,RADAR,AIRCRAFT
GRIP AIRBORNE SECOND GENERATION PRECIPITATION RADAR (APR-2),NASA DC-8,APR-2,RADAR BACKSCATTER,GRIP,,gripapr2,SPECTRAL/ENGINEERING,RADAR,AIRCRAFT
GRIP AIRBORNE SECOND GENERATION PRECIPITATION RADAR (APR-2),NASA DC-8,APR-2,PRECIPITATION RATE,GRIP,,gripapr2,ATMOSPHERE,PRECIPITATION,AIRCRAFT
NASA MSFC LIGHTNING NITROGEN OXIDES MODEL (LNOM) DATA FOR DC METROPOLITAN REGION,LIGHTNING NITROGEN OXIDES MODEL,MODEL ANALYSIS,NITROGEN DIOXIDE,N/A,,lnomdclma,ATMOSPHERE,ATMOSPHERIC CHEMISTRY,MAP/CHART/MODEL
NASA MSFC LIGHTNING NITROGEN OXIDES MODEL (LNOM) DATA FOR DC METROPOLITAN REGION,LIGHTNING NITROGEN OXIDES MODEL,MODEL ANALYSIS,NITRIC OXIDE,N/A,,lnomdclma,ATMOSPHERE,ATMOSPHERIC CHEMISTRY,MAP/CHART/MODEL
NASA MSFC LIGHTNING NITROGEN OXIDES MODEL (LNOM) DATA FOR DC METROPOLITAN REGION,LIGHTNING NITROGEN OXIDES MODEL,MODEL ANALYSIS,ELECTRIC FIELD,N/A,,lnomdclma,ATMOSPHERE,ATMOSPHERIC ELECTRICITY,MAP/CHART/MODEL
NASA MSFC LIGHTNING NITROGEN OXIDES MODEL (LNOM) DATA FOR DC METROPOLITAN REGION,LIGHTNING NITROGEN OXIDES MODEL,MODEL ANALYSIS,LIGHTNING,N/A,,lnomdclma,ATMOSPHERE,ATMOSPHERIC ELECTRICITY,MAP/CHART/MODEL
GPM GROUND VALIDATION ADVANCED MICROWAVE PRECIPITATION RADIOMETER (AMPR) MC3E,NASA ER-2,AMPR,BRIGHTNESS TEMPERATURE,MC3E,,gpmamprmc3e,SPECTRAL/ENGINEERING,MICROWAVE,AIRCRAFT
GPM GROUND VALIDATION TWO-DIMENSIONAL VIDEO DISDROMETER (2DVD) MC3E,GROUND-BASED OBSERVATIONS,DISDROMETERS,RAIN,MC3E,,gpm2dmc3e,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
GPM GROUND VALIDATION TWO-DIMENSIONAL VIDEO DISDROMETER (2DVD) MC3E,GROUND-BASED OBSERVATIONS,DISDROMETERS,DROPLET SIZE,MC3E,,gpm2dmc3e,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
GPM GROUND VALIDATION TWO-DIMENSIONAL VIDEO DISDROMETER (2DVD) MC3E,GROUND-BASED OBSERVATIONS,DISDROMETERS,HYDROMETEORS,MC3E,,gpm2dmc3e,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
GPM GROUND VALIDATION TWO-DIMENSIONAL VIDEO DISDROMETER (2DVD) MC3E,GROUND-BASED OBSERVATIONS,DISDROMETERS,PRECIPITATION RATE,MC3E,,gpm2dmc3e,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
GPM GROUND VALIDATION TWO-DIMENSIONAL VIDEO DISDROMETER (2DVD) MC3E,GROUND-BASED OBSERVATIONS,DISDROMETERS,PRECIPITATION AMOUNT,MC3E,,gpm2dmc3e,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
GPM GROUND VALIDATION TWO-DIMENSIONAL VIDEO DISDROMETER (2DVD) MC3E,GROUND-BASED OBSERVATIONS,2DVD,RAIN,MC3E,,gpm2dmc3e,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
GPM GROUND VALIDATION TWO-DIMENSIONAL VIDEO DISDROMETER (2DVD) MC3E,GROUND-BASED OBSERVATIONS,2DVD,DROPLET SIZE,MC3E,,gpm2dmc3e,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
GPM GROUND VALIDATION TWO-DIMENSIONAL VIDEO DISDROMETER (2DVD) MC3E,GROUND-BASED OBSERVATIONS,2DVD,HYDROMETEORS,MC3E,,gpm2dmc3e,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
GPM GROUND VALIDATION TWO-DIMENSIONAL VIDEO DISDROMETER (2DVD) MC3E,GROUND-BASED OBSERVATIONS,2DVD,PRECIPITATION RATE,MC3E,,gpm2dmc3e,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
GPM GROUND VALIDATION TWO-DIMENSIONAL VIDEO DISDROMETER (2DVD) MC3E,GROUND-BASED OBSERVATIONS,2DVD,PRECIPITATION AMOUNT,MC3E,,gpm2dmc3e,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
GPM GROUND VALIDATION AUTONOMOUS PARSIVEL UNIT (APU) MC3E,GROUND-BASED OBSERVATIONS,DISDROMETERS,RAIN,MC3E,,gpmpamc3e,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
GPM GROUND VALIDATION AUTONOMOUS PARSIVEL UNIT (APU) MC3E,GROUND-BASED OBSERVATIONS,APU,RAIN,MC3E,,gpmpamc3e,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
GPM GROUND VALIDATION AUTONOMOUS PARSIVEL UNIT (APU) MC3E,GROUND-BASED OBSERVATIONS,DISDROMETERS,DROPLET SIZE,MC3E,,gpmpamc3e,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
GPM GROUND VALIDATION AUTONOMOUS PARSIVEL UNIT (APU) MC3E,GROUND-BASED OBSERVATIONS,APU,DROPLET SIZE,MC3E,,gpmpamc3e,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
GPM GROUND VALIDATION AUTONOMOUS PARSIVEL UNIT (APU) MC3E,GROUND-BASED OBSERVATIONS,DISDROMETERS,PRECIPITATION RATE,MC3E,,gpmpamc3e,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
GPM GROUND VALIDATION AUTONOMOUS PARSIVEL UNIT (APU) MC3E,GROUND-BASED OBSERVATIONS,APU,PRECIPITATION RATE,MC3E,,gpmpamc3e,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
GPM GROUND VALIDATION AUTONOMOUS PARSIVEL UNIT (APU) MC3E,GROUND-BASED OBSERVATIONS,DISDROMETERS,PRECIPITATION AMOUNT,MC3E,,gpmpamc3e,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
GPM GROUND VALIDATION AUTONOMOUS PARSIVEL UNIT (APU) MC3E,GROUND-BASED OBSERVATIONS,APU,PRECIPITATION AMOUNT,MC3E,,gpmpamc3e,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
GPM GROUND VALIDATION UND CITATION NAVIGATION DATA MC3E,UND CITATION II,GNSS,ATTITUDE CHARACTERISTICS,MC3E,,gpmnavcitmc3e,SPECTRAL/ENGINEERING,PLATFORM CHARACTERISTICS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION NAVIGATION DATA MC3E,UND CITATION II,GPS,ATTITUDE CHARACTERISTICS,MC3E,,gpmnavcitmc3e,SPECTRAL/ENGINEERING,PLATFORM CHARACTERISTICS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION NAVIGATION DATA MC3E,UND CITATION II,GPS,DATA SYNCHRONIZATION TIME,MC3E,,gpmnavcitmc3e,SPECTRAL/ENGINEERING,PLATFORM CHARACTERISTICS,AIRCRAFT
GPM GROUND VALIDATION NOAA UHF 449 PROFILER MC3E,GROUND STATIONS,WIND PROFILERS,WIND PROFILES,MC3E,,gpmuhfnoaamc3e,ATMOSPHERE,ATMOSPHERIC WINDS,IN SITU LAND BASED
GPM GROUND VALIDATION NOAA UHF 449 PROFILER MC3E,GROUND STATIONS,WIND PROFILERS,VERTICAL WIND MOTION,MC3E,,gpmuhfnoaamc3e,ATMOSPHERE,ATMOSPHERIC WINDS,IN SITU LAND BASED
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS GCPEX,UND CITATION II,PMS 2D-C PROBE,DROPLET CONCENTRATION/SIZE,GCPEX,,gpmcmgcpex,ATMOSPHERE,CLOUDS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS GCPEX,UND CITATION II,PMS 2D-C PROBE,PARTICULATE MATTER,GCPEX,,gpmcmgcpex,ATMOSPHERE,AEROSOLS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS GCPEX,UND CITATION II,PMS 2D-C PROBE,AEROSOL PARTICLE PROPERTIES,GCPEX,,gpmcmgcpex,ATMOSPHERE,AEROSOLS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS GCPEX,UND CITATION II,PMS 2D-C PROBE,CLOUD PARTICLES,GCPEX,,gpmcmgcpex,ATMOSPHERE,CLOUDS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS GCPEX,UND CITATION II,CPI PROBE,DROPLET CONCENTRATION/SIZE,GCPEX,,gpmcmgcpex,ATMOSPHERE,CLOUDS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS GCPEX,UND CITATION II,CPI PROBE,PARTICULATE MATTER,GCPEX,,gpmcmgcpex,ATMOSPHERE,AEROSOLS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS GCPEX,UND CITATION II,CPI PROBE,AEROSOL PARTICLE PROPERTIES,GCPEX,,gpmcmgcpex,ATMOSPHERE,AEROSOLS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS GCPEX,UND CITATION II,CPI PROBE,PARTICLE IMAGES,GCPEX,,gpmcmgcpex,ATMOSPHERE,AEROSOLS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS GCPEX,UND CITATION II,HVPS,DROPLET CONCENTRATION/SIZE,GCPEX,,gpmcmgcpex,ATMOSPHERE,CLOUDS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS GCPEX,UND CITATION II,HVPS,PARTICULATE MATTER,GCPEX,,gpmcmgcpex,ATMOSPHERE,AEROSOLS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS GCPEX,UND CITATION II,HVPS,AEROSOL PARTICLE PROPERTIES,GCPEX,,gpmcmgcpex,ATMOSPHERE,AEROSOLS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS GCPEX,UND CITATION II,HVPS,PARTICLE IMAGES,GCPEX,,gpmcmgcpex,ATMOSPHERE,AEROSOLS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS GCPEX,UND CITATION II,KING PROBE,LIQUID WATER CONTENT,GCPEX,,gpmcmgcpex,ATMOSPHERE,CLOUDS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS GCPEX,UND CITATION II,KING PROBE,CLOUD LIQUID WATER/ICE,GCPEX,,gpmcmgcpex,ATMOSPHERE,CLOUDS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS GCPEX,UND CITATION II,ROSEMOUNT ICING DETECTOR,LIQUID WATER CONTENT,GCPEX,,gpmcmgcpex,ATMOSPHERE,CLOUDS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS GCPEX,UND CITATION II,ROSEMOUNT ICING DETECTOR,CLOUD LIQUID WATER/ICE,GCPEX,,gpmcmgcpex,ATMOSPHERE,CLOUDS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS GCPEX,UND CITATION II,CPC,DROPLET CONCENTRATION/SIZE,GCPEX,,gpmcmgcpex,ATMOSPHERE,CLOUDS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS GCPEX,UND CITATION II,CPC,PARTICULATE MATTER,GCPEX,,gpmcmgcpex,ATMOSPHERE,AEROSOLS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS GCPEX,UND CITATION II,CPC,AEROSOL PARTICLE PROPERTIES,GCPEX,,gpmcmgcpex,ATMOSPHERE,AEROSOLS,AIRCRAFT
GPM GROUND VALIDATION NASA MICRO RAIN RADAR (MRR) MC3E,GROUND STATIONS,MRR,HYDROMETEORS,MC3E,,gpmmrrnamc3e,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
GPM GROUND VALIDATION NOAA S-BAND PROFILER MINUTE DATA MC3E,GROUND STATIONS,VERTICAL POINTING RADAR,DOPPLER VELOCITY,MC3E,,gpmsbdminmc3e,SPECTRAL/ENGINEERING,RADAR,IN SITU LAND BASED
GPM GROUND VALIDATION NOAA S-BAND PROFILER MINUTE DATA MC3E,GROUND STATIONS,VERTICAL POINTING RADAR,RADAR REFLECTIVITY,MC3E,,gpmsbdminmc3e,SPECTRAL/ENGINEERING,RADAR,IN SITU LAND BASED
GPM GROUND VALIDATION NOAA S-BAND PROFILER MINUTE DATA MC3E,GROUND STATIONS,VERTICAL POINTING RADAR,SPECTRUM WIDTH,MC3E,,gpmsbdminmc3e,SPECTRAL/ENGINEERING,RADAR,IN SITU LAND BASED
GPM GROUND VALIDATION NOAA S-BAND PROFILER MINUTE DATA MC3E,GROUND STATIONS,VERTICAL POINTING RADAR,MEAN RADIAL VELOCITY,MC3E,,gpmsbdminmc3e,SPECTRAL/ENGINEERING,RADAR,IN SITU LAND BASED
GPM GROUND VALIDATION NOAA S-BAND PROFILER RAW DATA NETCDF FORMAT MC3E,GROUND STATIONS,VERTICAL POINTING RADAR,MEAN RADIAL VELOCITY,MC3E,,gpmsbdrwncmc3e,SPECTRAL/ENGINEERING,RADAR,IN SITU LAND BASED
GPM GROUND VALIDATION NASA MICRO RAIN RADAR (MRR) MC3E,GROUND STATIONS,MRR,PRECIPITATION RATE,MC3E,,gpmmrrnamc3e,ATMOSPHERE,PRECIPITATION,IN SITU LAND BASED
GPM GROUND VALIDATION NASA MICRO RAIN RADAR (MRR) MC3E,GROUND STATIONS,MRR,DOPPLER VELOCITY,MC3E,,gpmmrrnamc3e,SPECTRAL/ENGINEERING,RADAR,IN SITU LAND BASED
GPM GROUND VALIDATION NASA MICRO RAIN RADAR (MRR) MC3E,GROUND STATIONS,MRR,RADAR BACKSCATTER,MC3E,,gpmmrrnamc3e,SPECTRAL/ENGINEERING,RADAR,IN SITU LAND BASED
GPM GROUND VALIDATION NASA MICRO RAIN RADAR (MRR) MC3E,GROUND STATIONS,MRR,RETURN POWER,MC3E,,gpmmrrnamc3e,SPECTRAL/ENGINEERING,RADAR,IN SITU LAND BASED
GPM GROUND VALIDATION NOAA S-BAND PROFILER RAW DATA NETCDF FORMAT MC3E,GROUND STATIONS,VERTICAL POINTING RADAR,SPECTRUM WIDTH,MC3E,,gpmsbdrwncmc3e,SPECTRAL/ENGINEERING,RADAR,IN SITU LAND BASED
GPM GROUND VALIDATION NOAA S-BAND PROFILER RAW DATA NETCDF FORMAT MC3E,GROUND STATIONS,VERTICAL POINTING RADAR,RADAR REFLECTIVITY,MC3E,,gpmsbdrwncmc3e,SPECTRAL/ENGINEERING,RADAR,IN SITU LAND BASED
GPM GROUND VALIDATION NOAA S-BAND PROFILER RAW DATA NETCDF FORMAT MC3E,GROUND STATIONS,VERTICAL POINTING RADAR,DOPPLER VELOCITY,MC3E,,gpmsbdrwncmc3e,SPECTRAL/ENGINEERING,RADAR,IN SITU LAND BASED
GPM GROUND VALIDATION NOAA S-BAND PROFILER RAW DATA SPC FORMAT MC3E,GROUND STATIONS,VERTICAL POINTING RADAR,MEAN RADIAL VELOCITY,MC3E,,gpmsbdrwspcmc3e,SPECTRAL/ENGINEERING,RADAR,IN SITU LAND BASED
GPM GROUND VALIDATION NOAA S-BAND PROFILER RAW DATA SPC FORMAT MC3E,GROUND STATIONS,VERTICAL POINTING RADAR,SPECTRUM WIDTH,MC3E,,gpmsbdrwspcmc3e,SPECTRAL/ENGINEERING,RADAR,IN SITU LAND BASED
GPM GROUND VALIDATION NOAA S-BAND PROFILER RAW DATA SPC FORMAT MC3E,GROUND STATIONS,VERTICAL POINTING RADAR,RADAR REFLECTIVITY,MC3E,,gpmsbdrwspcmc3e,SPECTRAL/ENGINEERING,RADAR,IN SITU LAND BASED
GPM GROUND VALIDATION NOAA S-BAND PROFILER RAW DATA SPC FORMAT MC3E,GROUND STATIONS,VERTICAL POINTING RADAR,DOPPLER VELOCITY,MC3E,,gpmsbdrwspcmc3e,SPECTRAL/ENGINEERING,RADAR,IN SITU LAND BASED
GPM GROUND VALIDATION NCAR CLOUD MICROPHYSICS PARTICLE PROBES MC3E,UND CITATION II,2DC,CLOUD LIQUID WATER/ICE,MC3E,,gpmparprbmc3e,ATMOSPHERE,CLOUDS,AIRCRAFT
GPM GROUND VALIDATION OKLAHOMA CLIMATOLOGICAL SURVEY MESONET MC3E,MESONET,HUMIDITY SENSORS,HUMIDITY,MC3E,,gpmoumesmc3e,ATMOSPHERE,ATMOSPHERIC WATER VAPOR,IN SITU LAND BASED
GPM GROUND VALIDATION OKLAHOMA CLIMATOLOGICAL SURVEY MESONET MC3E,MESONET,TEMPERATURE SENSORS,AIR TEMPERATURE,MC3E,,gpmoumesmc3e,ATMOSPHERE,ATMOSPHERIC TEMPERATURE,IN SITU LAND BASED
GPM GROUND VALIDATION OKLAHOMA CLIMATOLOGICAL SURVEY MESONET MC3E,MESONET,WIND MONITOR,ATMOSPHERIC WINDS,MC3E,,gpmoumesmc3e,ATMOSPHERE,ATMOSPHERIC WINDS,IN SITU LAND BASED
SEDIMENT ANALYSIS NETWORK FOR DECISION SUPPORT (SANDS) MODIS GEOLOGICAL SURVEY OF AL (GSA) ANALYSIS,TERRA,MODIS,EROSION/SEDIMENTATION,SANDS,,smgsa,LAND SURFACE,EROSION/SEDIMENTATION,SATELLITE
SEDIMENT ANALYSIS NETWORK FOR DECISION SUPPORT (SANDS) MODIS GEOLOGICAL SURVEY OF AL (GSA) ANALYSIS,TERRA,MODIS,EROSION,SANDS,,smgsa,OCEANS,COASTAL PROCESSES,SATELLITE
SEDIMENT ANALYSIS NETWORK FOR DECISION SUPPORT (SANDS) MODIS GEOLOGICAL SURVEY OF AL (GSA) ANALYSIS,TERRA,MODIS,SEDIMENTATION,SANDS,,smgsa,OCEANS,COASTAL PROCESSES,SATELLITE
SEDIMENT ANALYSIS NETWORK FOR DECISION SUPPORT (SANDS) MODIS GEOLOGICAL SURVEY OF AL (GSA) ANALYSIS,TERRA,MODIS,SEDIMENT TRANSPORT,SANDS,,smgsa,OCEANS,COASTAL PROCESSES,SATELLITE
SEDIMENT ANALYSIS NETWORK FOR DECISION SUPPORT (SANDS) MODIS GEOLOGICAL SURVEY OF AL (GSA) ANALYSIS,TERRA,MODIS,MARINE SEDIMENTS,SANDS,,smgsa,OCEANS,MARINE SEDIMENTS,SATELLITE
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS GCPEX,UND CITATION II,NEVZOROV PROBE,CLOUD LIQUID WATER/ICE,GCPEX,,gpmcmgcpex,ATMOSPHERE,CLOUDS,AIRCRAFT
GPM GROUND VALIDATION UND CITATION CLOUD MICROPHYSICS GCPEX,UND CITATION II,NEVZOROV PROBE,LIQUID WATER CONTENT,GCPEX,,gpmcmgcpex,ATMOSPHERE,CLOUDS,AIRCRAFT
GPM GROUND VALIDATION PAWNEE RADAR MC3E,GROUND STATIONS,DOPPLER RADAR,DOPPLER VELOCITY,MC3E,,gpmpawneemc3e,SPECTRAL/ENGINEERING,RADAR,IN SITU LAND BASED
GPM GROUND VALIDATION PAWNEE RADAR MC3E,GROUND STATIONS,DOPPLER RADAR,RETURN POWER,MC3E,,gpmpawneemc3e,SPECTRAL/ENGINEERING,RADAR,IN SITU LAND BASED
GPM GROUND VALIDATION PAWNEE RADAR MC3E,GROUND STATIONS,DOPPLER RADAR,RADAR REFLECTIVITY,MC3E,,gpmpawneemc3e,SPECTRAL/ENGINEERING,RADAR,IN SITU LAND BASED
GPM GROUND VALIDATION PAWNEE RADAR MC3E,GROUND STATIONS,DOPPLER RADAR,MEAN RADIAL VELOCITY,MC3E,,gpmpawneemc3e,SPECTRAL/ENGINEERING,RADAR,IN SITU LAND BASED
GPM GROUND VALIDATION CHILL RADAR MC3E,GROUND STATIONS,DOPPLER RADAR,DOPPLER VELOCITY,MC3E,,gpmchillmc3e,SPECTRAL/ENGINEERING,RADAR,IN SITU LAND BASED
GPM GROUND VALIDATION CHILL RADAR MC3E,GROUND STATIONS,DOPPLER RADAR,RETURN POWER,MC3E,,gpmchillmc3e,SPECTRAL/ENGINEERING,RADAR,IN SITU LAND BASED
GPM GROUND VALIDATION CHILL RADAR MC3E,GROUND STATIONS,DOPPLER RADAR,RADAR REFLECTIVITY,MC3E,,gpmchillmc3e,SPECTRAL/ENGINEERING,RADAR,IN SITU LAND BASED
GPM GROUND VALIDATION CHILL RADAR MC3E,GROUND STATIONS,DOPPLER RADAR,MEAN RADIAL VELOCITY,MC3E,,gpmchillmc3e,SPECTRAL/ENGINEERING,RADAR,IN SITU LAND BASED
GPM GROUND VALIDATION OKLAHOMA CLIMATOLOGICAL SURVEY MESONET MC3E,MESONET,WIND MONITOR,SURFACE WINDS,MC3E,,gpmoumesmc3e,ATMOSPHERE,ATMOSPHERIC WINDS,IN SITU LAND BASED
GPM GROUND VALIDATION OKLAHOMA CLIMATOLOGICAL SURVEY MESONET MC3E,MESONET,AIR PRESSURE SENSOR,ATMOSPHERIC PRESSURE MEASUREMENTS,MC3E,,gpmoumesmc3e,ATMOSPHERE,ATMOSPHERIC PRESSURE,IN SITU LAND BASED
