COLLECTION,DATASET_NAME,PROC_LEVEL,DS_START_DATE,DS_STOP_DATE,DS_N_LAT,DS_S_LAT,DS_W_LON,DS_E_LON,LOCATION,FORMAT,TEMP_RESOLUTION,SPATIAL_RESOLUTION,CONTACT,PHONE,INV_NAME,BROWSE_AVAIL,DIF,DS_COMMENTS,IMS_VISIBLE,DS_SHORT_NAME,DIF_ORIGIN,SDPN,RESTRICTED_COMMENTS,IMS_DATE,DS_FTP_URL,LOCAL_VISIBLE,LOCAL_DATE,TRANS_START_DATE,TRANS_STOP_DATE,TRANS_NEW_HOME,LAST_REVIEW_DATE,DISPLAY_DS_NAME,SPONSOR,CATALOG_NAME,SUB_INV,DP_VISIBLE,DP_DATE,DS_TYPE,DP_DIR_PATH,NAV_INV,NAV_DS,BR_FTP_PATH,DATA_LOC,SUBSET_AVAIL,VERSION,COORD_SYSTEM,GRANULE_SPATIAL_REPR,ECHOID,DP_START_DATE,DP_STOP_DATE,REGISTRATION,PERIODIC_UPDATE,INV_COORD,ENTERED,PUSH_LOCALPATH,PUSH_ENABLED,PUSH_DISABLEDBY,PUSH_DISABLEDON,PUSH_BECAUSE
Sediment Analysis Network for Decision Support,SEDIMENT ANALYSIS NETWORK FOR DECISION SUPPORT (SANDS) LANDSAT GEOLOGICAL SURVEY OF AL (GSA) ANALYSIS,4,11-Sep-00,8-Sep-08,31,27,-90,-84.25,GULF OF MEXICO COAST,"JPG,PDF,TX",DAILY,30 meters,SANDY EBERSOLE,205-247-3613,SANDS_INV,N,slgsa,"The Geological Survey of Alabama (GSA) analyzed changes in the coastal shoreline and sedimentation using Landsat geotiff images as part of the Sediment Analysis Network for Decision Support (SANDS) project.  The daytime geotiffs images from Landsat 5 and Landsat 7 were analyzed for sediment re-distribution after a hurricane over the Gulf of Mexico coastline in Alabama and part of the Florida area having coordinates 31 to 27 North latitude and 90 to 84.25 West longitude.  These are seasonal data for storms from 2001-2008.  In addition to the analyzed files, the data files include the ESRI files for zipped bands and grids, metadata, and storm temporal information for the sediment analysis images.",Y,slgsa,GHRC,,,6-Jul-12,,Y,6-Jul-12,,,,29-Jan-13,Sediment Analysis Network for Decision Support (SANDS) Landsat Geological Survey of AL (GSA) Analysis,Sediment Analysis Network for Decision Support,,,N,,,/ftp/public/pub/data/SANDS/Landsat/GSA/,,,,GHRC-LT01,N,1,CARTESIAN,CARTESIAN,SEDIMENT ANALYSIS NETWORK FOR DECISION SUPPORT (SANDS) LANDSAT GEOLOGICAL SURVEY OF AL (GSA) ANALYSIS V1,,,0,0,0,6-Jun-12,,,,,
GRIP Products,GRIP GOES 11 VISIBLE AND INFRARED IMAGES,3,15-Aug-10,1-Oct-10,45,0,-100,0,NW Atlantic,PNG,15 MIN FILES,1km(vis) 4km(IR),JOHN HALL,256-961-7502,GRIP_BROWSE_INV,N,gripgoes11B,"The GOES imagery files were produced and archived in near real time here at the Global Hydrology and Climate Center (http://ghcc.nsstc.nasa.gov) throughout the Genesis and Rapid Intensification Processes (GRIP) campaign. These image files were created for use with the Real Time Mission Monitor (RTMM). Generally, GOES-11 images are available for all dates between August 15 and September 30, 2010 at 15 minute intervals throughout this time period.",Y,gripgoes11B,GHRC,,,7-Apr-11,,Y,7-Apr-11,,,,22-May-12,GRIP GOES 11 Visible and Infrared Images,Genesis and Rapid Intensification Processes (GRIP),,,N,,,/ftp/public/grip/GOES_images/browse/GOES-11/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,GRIP GOES 11 VISIBLE AND INFRARED IMAGES V1,,,1,0,0,23-Nov-10,,,,,
GRIP Products,GRIP CAMPAIGN REPORTS,1,28-Jul-10,30-Sep-10,45,0,-100,0,CARIBBEAN,WORD/PDF,DAILY,,MICHAEL GOODMAN,256-961-7890,GRIP_INV,N,gripmisrep,"The GRIP Campaign Reports dataset consists of various reports filed by the scientists during the GRIP campaign which took place 8/15/2010 - 9/30/2010; however several of the reports are from the planning and test flights.  Reports included in this datasets contain information for the Tri Agency Mission Scientists; DC-8, Global Hawk, and WB-57 Platform Scientists; DC-8, Global Hawk, and WB-57 Flight Reports and WB-57 Flight Summary; GRIP Telecons; and TropicalGRIP Forecasts.  The Tri Agency Mission Scientists reports, GRIP telecons and Forecast reports were primarily filed daily, while the Platform and Flight reports exist primarily for flight days.",Y,gripmisrep,GHRC,,,7-Apr-11,,Y,7-Apr-11,,,,7-May-12,GRIP Campaign Reports,Genesis and Rapid Intensification Processes (GRIP),,,N,,,/ftp/public/grip/Reports/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,GRIP CAMPAIGN REPORTS V1,,,1,0,0,8-Mar-11,,,,,
GRIP Products,GRIP GOES 13 OVERSHOOTING TOP,3,7-Aug-10,1-Oct-10,45,0,-100,0,CARIBBEAN,KML,15 MIN FILE,,JOHN HALL,256-961-7502,GRIP_INV,N,gripgoesot,"The GOES-13 ""Overshooting Top"" KML files were produced during the GRIP Field Experiment for use with the Real Time Mission Monitor (RTMM) tool.  The magnitude of each overshooting top is the difference between the ""anvil"" temperature and the ""overshooting top"" temperature.  These magnitudess are represented as a color coded display using Google Earth, a virtual globe, map and geographical information program.",Y,gripgoesot,GHRC,,,7-Apr-11,,Y,7-Apr-11,,,,30-Mar-11,GRIP GOES 13 Overshooting Top,Genesis and Rapid Intensification Processes (GRIP),,,N,,,/ftp/public/grip/GOES_OT/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,GRIP GOES 13 OVERSHOOTING TOP V1,,,1,0,0,22-Nov-10,,,,,
GRIP Products,GRIP CLOUD MICROPHYSICS,2,13-Aug-10,25-Sep-10,45,0,-100,0,CARIBBEAN,ASCII,FLIGHT,1 Hz,ANDREW HEYMSFIELD,303-497-8943,GRIP_INV,Y,gripcaps,"This data set consists of data collected during the GRIP campaign from three probes: the Cloud, Aerosol, and Precipitation Spectrometer (CAPS), the Precipitation Imaging Probe (PIP), and the Cloud Droplet Probe (CDP).  All are manufactured by Droplet Measurement Technologies in Boulder, CO.  The CAPS is a combination of two probes, the Cloud Imaging Probe-Greyscale (CIP-G) and the Cloud and Aerosol Spectrometer (CAS).  Images of particles are recorded by the CIP-G and PIP while the CAS probe measures particle size distribution from 0.55 to 52.5 microns.  Some ice/liquid water content are derived from the particle size distribution.  Data was collected 13 Aug 2010 through 25 Sep 2010.",Y,gripcaps,GHRC,,,7-Jun-11,,Y,7-Jun-11,,,,18-Sep-12,GRIP Cloud Microphysics,Genesis and Rapid Intensification Processes (GRIP),,,N,,,/ftp/public/grip/CAPS_PIP_CDP/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,GRIP CLOUD MICROPHYSICS V1,,,1,0,0,6-Jun-11,,,,,
GRIP Products,GRIP DC-8 DROPSONDE,2,17-Aug-10,22-Sep-10,45,0,-100,0,CARIBBEAN,ASCII EOL,Multiple files/day,,GERALD HEYMSFIELD,,GRIP_INV,Y,gripdrop,"The DC-8 dropsonde system uses an integrated, highly accurate, GPS-located atmospheric profiling dropsonde, which measures and records current atmospheric conditions in a vertical column below the aircraft.  The dropsonde instrument is ejected from a tube in the underside of the DC8 aircraft.  As the dropsonde floats to the surface on a parachute, it continuously measures and transmits via a 400 MHz meteorological band telemetry link, pressure, temperature and relative humidity, as well as GPS-based wind formation data, to the receiving system onboard the aircraft.  Data was collected for the GRIP campaign from 17 Aug 2010 to 22 Sep 2010.",Y,gripdrop,GHRC,,,7-Jun-11,,Y,7-Jun-11,,,,7-Jun-11,GRIP DC-8 Dropsonde,Genesis and Rapid Intensification Processes (GRIP),,,N,,,/ftp/public/grip/Dropsonde_DC8/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,GRIP DC-8 DROPSONDE V1,,,1,0,0,6-Jun-11,,,,,
GPM-GV MC3E Products,GPM GROUND VALIDATION AUTONOMOUS PARSIVEL UNIT (APU) MC3E,3,22-Apr-11,6-Jun-11,36.6,36.5,-97.4,-97.5,OKLAHOMA,ASCII,DAILY,0.2 to 25 mm,PATRICK GATLIN,256-961-7910,GPM_INV,N,gpmpamc3e,"The Autonomous Parsivel Unit (APU) is an optical disdrometer based on single particle extinction that measures particle size and fall velocity.  This APU consists of the Parsivel, which was developed by OTT in Germany, and its support systems, which were designed and built by the University of Alabama in Huntsville.  The APU dataset for the Midlatitude Continental Convective Clouds Experiment (MC3E) provides precipitation data including raindrop size, precipitation drop size, precipitation rate and amount.  The Midlatitude Continental Convective Clouds Experiment (MC3E) took place in central Oklahoma during the April-June 2011 period.  The experiment was a collaborative effort between the U.S. Department of Energy (DOE) Atmospheric Radiation Measurement (ARM) Climate Research Facility and the National Aeronautics and Space Administration's (NASA) Global Precipitation Measurement (GPM) mission Ground Validation (GV) program.  The field campaign leveraged the unprecedented observing infrastructure currently available in the central United States, combined with an extensive sounding array, remote sensing and in situ aircraft observations, NASA GPM ground validation remote sensors, and new ARM instrumentation purchased with American Recovery and Reinvestment Act funding.  The overarching goal was to provide the most complete characterization of convective cloud systems, precipitation, and the environment that has ever been obtained, providing constraints for model cumulus parameterizations and space-based rainfall retrieval algorithms over land that had never before been available.",Y,gpmpamc3e,GHRC,,,6-Mar-12,,Y,6-Mar-12,,,,30-Mar-12,GPM Ground Validation Autonomous Parsivel Unit (APU) MC3E,GPMGV,,,N,,,/ftp/public/gpm_validation/mc3e/disdrometers_and_gauges/parsivel/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,GPM GROUND VALIDATION AUTONOMOUS PARSIVEL UNIT (APU) MC3E V1,,,1,0,0,9-Feb-12,,,,,
GRIP Products,GRIP DC-8 NAVIGATION AND HOUSEKEEPING DATA,1,10-Aug-10,22-Sep-10,45,0,-100,0,GULF OF MEXICO,ASCII,FLIGHT,,DAVID VAN GILST,701-330-2978,GRIP_INV,N,gripnavdc8,"This dataset contains aircraft navigational data obtained during the GRIP campaign (15 Aug 2010 - 30 Sep 2010).  The NASA DC-8 is outfitted with a navigational recording system which in combination with REVEAL provides detailed flight parameters such as airspeed, altitude, roll/pitch/yaw angles, ground speed, flight level wind speed, temperature and many others.  The Research Environment for Vehicle-Embedded Analysis on Linux (REVEAL) system is a configurable embedded system for facilitating integration of instrument payloads with vehicle systems and communication links.  REVEAL systems currently serve as onboard data acquisition, processing, and recording systems.  NASA has Altair-Class REVEAL systems operating on several airborne science platforms, including ER-2, DC-8, WB-57F, P-3B Orion and G-III.  This class of full-featured instrument is roughly the size of a loaf of bread and weights 10-20 lbs.",Y,gripnavdc8,GHRC,,,15-Mar-11,,Y,15-Mar-11,,,,21-Dec-10,GRIP DC-8 Navigation and Housekeeping Data,Genesis and Rapid Intensification Processes (GRIP),,,,,,/ftp/public/grip/NAV_DC8/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,GRIP DC-8 NAVIGATION AND HOUSEKEEPING DATA V1,,,1,0,0,9-Dec-10,,,,,
GPM-GV LPVEx Products,GPM GROUND VALIDATION AUTONOMOUS PARSIVEL UNIT (APU) LPVEX,3,15-Sep-10,12-Jan-11,60.29,60.06,25.04,25.37,FINLAND,ASCII,DAILY,0.2 to 25 mm,PATRICK GATLIN,256-961-7910,GPM_INV,N,gpmpalpvex,"This dataset provides rainfall data for the Global Precipitation Measurement (GPM) Misson Ground Validation Experiment collected at four sites in Finland: Harmaja, Emasalo, and Jarvenpaa, and the Gulf of Finland (Aranda) during the Light Precipitation Validation Experiment September-October 2010.",Y,gpmpalpvex,GHRC,,,28-Jan-11,,Y,28-Jan-11,,,,3-Jul-13,GPM Ground Validation Autonomous Parsivel Unit (APU) LPVEx,GPMGV,,,N,,,/ftp/public/gpm_validation/lpvex/parsivel/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,GPM GROUND VALIDATION AUTONOMOUS PARSIVEL UNIT (APU) LPVEX V1,,,1,0,0,24-Jan-11,,,,,
GPM-GV LPVEx Products,GPM GROUND VALIDATION PLUVIO PRECIPITATION GAUGE LPVEX,3,15-Sep-10,13-Jan-11,60.29,60.12,24.04,25.37,FINLAND,ASCII,MULTIPLE DAYS,,PATRICK GATLIN,256-961-7910,GPM_INV,N,gpmpllpvex,"The Pluvio rain gauge dataset contains both one minute measurement and a cumluative record of the accumulation and intensity for liquid, solid, and mixed precipitation collected during the Light Precipitation Experiment (LPVEx), part of Global Precipitation Measurement (GPM) Misson Ground Validation Experiment, LPVEx took place in Finland during September-October 2010 where data was collected at three sites: Harmaja, Emasalo, and Jarvenpaa.  The new generation Pluvio was designed by OTT Hydromet in Kempten, Germany.",Y,gpmpllpvex,GHRC,,,28-Jan-11,,Y,28-Jan-11,,,,3-Jul-13,GPM Ground Validation Pluvio Precipitation Gauge LPVEx,GPMGV,,,N,,,/ftp/public/gpm_validation/lpvex/pluvio/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,GPM GROUND VALIDATION PLUVIO PRECIPITATION GAUGE LPVEX V1,,,1,0,0,24-Jan-11,,,,,
GRIP Products,GRIP DC-8 METEOROLOGICAL MEASUREMENT SYSTEM (MMS),2,10-Aug-10,25-Sep-10,45,0,-100,0,CARIBBEAN,ASCII,DAY/FLIGHT,,CECILIA CHANG,707-938-9387,GRIP_INV,N,gripmms,"The MMS provides high-resolution and accurate meteorological parameters (pressure, temperature, turbulence index, and the 3-dimensional wind vector).  The MMS hardware consists of 3 major systems: an air-motion sensing system to measure air velocity with respect to the aircraft, an aircraft-motion sensing system to measure the aircraft velocity with respect to the earth, and a data acquisition system to sample, process, and record the measured quantities.  In addition to making the in flight measurements, a major and necessary step is the post mission systematic calibration and data processing.  The primary data set consists of 1 Hz meteorological data (P, T, 3D winds).  The secondary data set at 20 Hz includes the meteorological data and additional parameters such as Potential-Temperature; True-Air-Speed; aircraft GPS position, velocities, attitudes, acceleration and air flow data (angle-of-attack, sideslip).",Y,gripmms,GHRC,,,10-May-11,,Y,10-May-11,,,,10-May-11,GRIP DC-8 Meteorological Measurement System (MMS),Genesis and Rapid Intensification Processes (GRIP),,,N,,,/ftp/public/grip/MMS/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,GRIP DC-8 METEOROLOGICAL MEASUREMENT SYSTEM (MMS) V1,,,1,0,0,1-Apr-11,,,,,
GRIP Products,GRIP NOAA GLOBAL HAWK IN-FLIGHT TURBULENCE SENSOR (GHIS),1,15-Aug-10,23-Sep-10,45,0,-180,0,CARIBBEAN,ASCII,DAILY,,LAUREL WATTS,303-497-7418,GRIP_INV,N,gripghis,"The NOAA Global Hawk In-flight Turbulence Sensor (GHIS) instrument measures acceleration at the location of the instrument.  Two accelerometers (2g and 5g full scale) are used on each of two measurement axes.  The GHIS accelerometers are from the Model 1221 family manufactured by Silicon Designs, Inc. with a frequency response of 400-600Hz.  The data system samples each sensor output at 1000 Hz and processes these data to produce mean, maximum, and root-mean square (RMS) values at 10 Hz.  The processed data are then broadcast on the GH internet and brought to the ground via Status and User UDP packets.  GHIS operated on the Global Hawk for the Genesis and Rapid Intensification Processes (GRIP) experiment and collected data between Aug 15, 2010 - Sep 23, 2010.",Y,gripghis,GHRC,,,25-Aug-11,,Y,25-Aug-11,,,,30-Aug-11,GRIP NOAA Global Hawk In-flight Turbulence Sensor (GHIS),Genesis and Rapid Intensification Processes (GRIP),,,N,,,/ftp/public/grip/GHIS/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,GRIP NOAA GLOBAL HAWK IN-FLIGHT TURBULENCE SENSOR (GHIS) V1,,,1,0,0,22-Nov-10,,,,,
GRIP Products,GRIP HURRICANE IMAGING RADIOMETER (HIRAD),2,1-Sep-10,16-Sep-10,28.5,18.5,-95.2,-71.5,CARRIBEAN,NETCDF,FLIGHT,2km at nadir,Dan Cecil,256-961-7549,GRIP_INV,Y,griphirad,"HIRAD is a hurricane imaging, single-pol passive C-band radiometer with both cross-track and along-track resolution that measures strong ocean surface winds through heavy rain from an aircraft or space-based platform.  Its swath width is approximately 60 degrees in either direction.  V0 data is available measuring brightness temperatures at 5 GHz.  Rain Rate and Wind speed files for EARL have been added to the collection.  HIRAD data was collected for storms EARL and KARL during the GRIP experiment during September 2010.",Y,griphirad,GHRC,,,28-Sep-11,,Y,28-Sep-11,,,,28-May-13,GRIP Hurricane Imaging Radiometer (HIRAD),Genesis and Rapid Intensification Processes (GRIP),,,N,,,,,,,GHRC-FC02,N,0,CARTESIAN,CARTESIAN,GRIP HURRICANE IMAGING RADIOMETER (HIRAD) V0,,,0,0,0,28-Sep-11,,,,,
GPM-GV LPVEx Products,GPM GROUND VALIDATION TWO-DIMENSIONAL VIDEO DISDROMETER (2DVD) LPVEX,3,15-Sep-10,20-Oct-10,60.29,60.12,24.04,25.37,FINLAND,ASCII,DAILY,,PATRICK GATLIN,256-961-7910,GPM_INV,N,gpm2dlpvex,"The Light Precipitation Evaluation Experiment (LPVEx) took place in September and October 2010 in the Gulf of Finland to characterize the ability of CloudSat, the Global Precipitation Mission (GPM) Dual-frequency Precipitation Radar (DPR), and existing/planned passive microwave (PMW) sensors such as the GPM microwave imager (GMI) to detect light rain and evaluate their estimates of rainfall intensity in high latitude, shallow freezing level environments.  The experiment leveraged in situ microphysical property measurements, coordinated remote sensing observations, and cloud resolving model simulations of high latitude precipitation systems to conduct a comprehensive evaluation of precipitation algorithms for current and future satellite platforms.  The campaign will use these measurements to better understand the process of light rainfall formation at high latitudes and augment the currently limited database of light rainfall microphysical properties that form the critical assumptions at the root of satellite retrieval algorithm.",Y,gpm2dlpvex,GHRC,,,27-Jan-11,,Y,27-Jan-11,,,,3-Jul-13,GPM Ground Validation Two-Dimensional Video Disdrometer (2DVD) LPVEx,GPMGV,,,N,,,/ftp/public/gpm_validation/lpvex/2dvd/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,GPM GROUND VALIDATION TWO-DIMENSIONAL VIDEO DISDROMETER (2DVD) LPVEX V1,,,1,0,0,24-Jan-11,,,,,
GRIP Products,GRIP HIGH-ALTITUDE MMIC SOUNDING RADIOMETER (HAMSR),2,28-Aug-10,24-Sep-10,45,0,-180,0,CARIBBEAN,NETCDF,DAY/FLIGHT,2km at nadir,SHANNON BROWN,,GRIP_INV,N,griphamsr,"The High Altitude monolithic microwave integrated Circuit (MMIC) Sounding Radiometer (HAMSR) is a microwave atmospheric sounder developed by JPL under the NASA Instrument Incubator Program.  Operating with 25 spectral channels in 3 bands (50-60Ghz, 118 Ghz 183 HGz region), it provides measurements that can be used to infer the 3-D distribution of temperature, water vapor, and cloud liquid water in the atmosphere, even in the presence of clouds.  The new UAV-HAMSR with 183GHz LNA receiver reduces noise to less than a 0.1K level improving observations of small-scale water vapor.  HAMSR is mounted in payload zone 3 near the nose of the Global Hawk.",Y,griphamsr,GHRC,,,2-Jun-11,,Y,2-Jun-11,,,,25-Aug-11,GRIP High-Altitude MMIC Sounding Radiometer (HAMSR),Genesis and Rapid Intensification Processes (GRIP),,,N,,,/ftp/public/grip/HAMSR/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,GRIP HIGH-ALTITUDE MMIC SOUNDING RADIOMETER (HAMSR) V1,,,1,0,0,12-May-11,,,,,
GPM-GV MC3E Products,GPM GROUND VALIDATION TWO-DIMENSIONAL VIDEO DISDROMETER (2DVD) MC3E,3,22-Apr-11,6-Jun-11,36.7,36.5,-97.4,-97.6,OKLAHOMA,ASCII,18 MICRO-SECONDS,0.2 mm,PATRICK GATLIN,256-961-7910,GPM_INV,N,gpm2dmc3e,"The 2DVD disdrometer dataset for the Midlatitude Continental Convective Clouds Experiment (MC3E) provides data on raindrop size and precipitation drop size distribution.  The Midlatitude Continental Convective Clouds Experiment (MC3E) took place in central Oklahoma during the April-June 2011 period.  The experiment was a collaborative effort between the U.S. Department of Energy (DOE) Atmospheric Radiation Measurement (ARM) Climate Research Facility and the National Aeronautics and Space Administration's (NASA) Global Precipitation Measurement (GPM) mission Ground Validation (GV) program.  The field campaign leveraged the unprecedented observing infrastructure currently available in the central United States, combined with an extensive sounding array, remote sensing and in situ aircraft observations, NASA GPM ground validation remote sensors, and new ARM instrumentation purchased with American Recovery and Reinvestment Act funding.  The overarching goal was to provide the most complete characterization of convective cloud systems, precipitation, and the environment that has ever been obtained, providing constraints for model cumulus parameterizations and space-based rainfall retrieval algorithms over land that had never before been available.",Y,gpm2dmc3e,GHRC,,,24-Feb-12,,Y,24-Feb-12,,,,30-Mar-12,GPM Ground Validation Two-Dimensional Video Disdrometer (2DVD) MC3E,GPMGV,,,N,,,/ftp/public/gpm_validation/mc3e/disdrometers_and_gauges/2dvd/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,GPM GROUND VALIDATION TWO-DIMENSIONAL VIDEO DISDROMETER (2DVD) MC3E V1,,,1,0,0,9-Feb-12,,,,,
GPM-GV MC3E Products,GPM GROUND VALIDATION MET ONE RAIN GAUGE PAIRS MC3E,2,22-Apr-11,6-Jun-11,36.7,36.5,-97.6,-97.4,OKLAHOMA,TAR/TGZ,60 SECONDS,30.5 cm,WALT PETERSEN,757-824-1567,GPM_INV,N,gpmrgmc3e,"Sixteen tipping bucket rain gauge pairs were deployed alongside each Autonomous Parsivel Unit (APU) during the Mid-latitude Continental Convective Cloud Experiment (MC3E) in northern Oklahoma.  Along with the disdrometers, these rain gauges provided an additional means for directly measuring rainfall during the MC3E campaign.  Two different models of these rain gauges, which are manufactured by MetOne Instruments, Inc., were used during MC3E.  The Model 380 gauges have a 30.5 cm diameter catchment funnel and a resolution of 0.2 mm of liquid water for each tip.  The Model 370 gauges have a 20.3 cm diameter catchment funnel and a resolution of 0.01 inches of liquid water for each tip.  The 0.2 mm resolution rain gauges were sited alongside APU01,02,10-16, whereas the 0.01 inches resolution rain gauges were sited alongside APU03-08.  The data for each rain gauge was collected at 1-minute intervals.  Data was collected from 22 April 2011 through 06 June 2011.",Y,gpmrgmc3e,GHRC,,,30-Mar-12,,Y,30-Mar-12,,,,14-Nov-12,GPM Ground Validation Met One Rain Gauge Pairs MC3E,GPMGV,,,N,,,/ftp/public/gpm_validation/mc3e/disdrometers_and_gauges/rain_gauge/data/,,,,GHRC-FC02,N,1,CARTESIAN,CARTESIAN,GPM GROUND VALIDATION MET ONE RAIN GAUGE PAIRS MC3E V1,,,1,0,0,9-Feb-12,,,,,
